"Intel(R) Xeon(R) Platinum 8468",7.2917,https://ark.intel.com/content/www/us/en/ark/products/231735/intel-xeon-platinum-8468-processor-105m-cache-2-10-ghz.html
"AMD EPYC 7H12 64-Core Processor",4.375,https://www.amd.com/en/products/processors/server/epyc/7002-series.html
"AMD EPYC 7763 64-Core Processor",4.375,https://www.amd.com/de/products/processors/server/epyc/7003-series/amd-epyc-7763.html
